index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
80,3032.0,MASACCIO,St Jerome and St John the Baptist,https://www.wga.hu/html/m/masaccio/z_panels/jerome.html,https://www.wga.hu/detail/m/masaccio/z_panels/jerome.jpg,web_gallery_mmasaccioz_panelsjerome.jpg,"In 1478 Masaccio left Florence for Rome to work on the polyptych in Santa Maria Maggiore, interrupting the work on the Brancacci Chapel, but he only had time to begin the left hand side with the panel of St Jerome and St John the Baptist before he died aged only 27.",1401-1450,"Egg tempera on poplar, 125 x 59 cm",False,False,True,True,False,False,False,False,False
86,971.0,CECCO DEL CARAVAGGIO,Martyrdom of St Sebastian,https://www.wga.hu/html/c/cecco/martyrdo.html,https://www.wga.hu/detail/c/cecco/martyrdo.jpg,web_gallery_cceccomartyrdo.jpg,"This painting was previously attributed to Bartolomeo Manfredi or Paolo Finoglia, although it is a rather typical work by Cecco with numerous elements that can be found in his other works. For example, we can cite the figure of the soldier, readily recognizable as one of the painter's creatures.",1601-1650,"Oil on canvas, 124 x 163 cm",True,False,False,False,False,False,False,False,False
79,3645.0,"PAOLINI, Pietro",The Mystic Marriage of St Catherine of Alexandria,https://www.wga.hu/html/p/paolini/mystic_m.html,https://www.wga.hu/detail/p/paolini/mystic_m.jpg,web_gallery_ppaolinimystic_m.jpg,"It is the oldest dated work securely attributed to Pietro Paolini, the problematic Lucchese painter. Documented as having been baptized in 1603, Paolini began working with Angelo Caroselli in Rome between 1619 and 1629. The National Gallery canvas, painted immediately after his return to his native city from a Venetian sojourn of 1629-31, offers a lucid synthesis of Paolini's defining artistic experiences up to this point.",1601-1650,"Oil on canvas, 170 x 122 cm",False,True,False,False,False,False,False,False,False
46,1515.0,"FONTEBASSO, Francesco",Mystic Marriage of St Catherine with St Therese,https://www.wga.hu/html/f/fontebas/mystic_m.html,https://www.wga.hu/detail/f/fontebas/mystic_m.jpg,web_gallery_ffontebasmystic_m.jpg,"This painting is almost certainly a bozzetto for Fontebasso's now lost altarpiece of the same subject which originally hung in the sacristy of the church of San Paterniano, Venice.",1701-1750,"Oil on canvas, 42 x 34 cm",False,True,False,False,False,False,False,False,False
96,,Andrew W. Mellon Collection,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene",https://www.nga.gov/collection/art-object-page.206127.html,"https://media.nga.gov/iiif/823e1490-2c2a-41d6-9189-61c0a302f48f/full/!588,600/0/default.jpg",nga_823e1490-2c2a-41d6-9189-61c0a302f48f.jpg,"Pietro Vannucci, called Perugino after the city in which he often lived, collaborated
 with other celebrated painters in one of the most prestigious commissions of the
 late fifteenth century -- the decoration of the walls of the Sistine Chapel in 1481-1482.
 He headed active workshops in Perugia and Florence, where he would eventually be
 overshadowed by his greatest pupil, Raphael.",1482.0,oil on panel transferred to canvas,False,False,False,False,False,True,False,False,False
109,95.0,Giovanni di Paolo (Giovanni di Paolo di Grazia),Saint John the Evangelist Raises Drusiana Object Page,https://www.metmuseum.org/art/collection/search/458976?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=360&amp;rpp=40&amp;pos=379,https://images.metmuseum.org/CRDImages/rl/original/DP366042.jpg,met_gallery_DP366042.jpg,,,Tempera and gold on wood,False,False,False,False,False,False,False,False,True
23,3792.0,PIERO DELLA FRANCESCA,Polyptych of St Anthony: St Francis and St Elizabeth,https://www.wga.hu/html/p/piero/1/3anton04.html,https://www.wga.hu/detail/p/piero/1/3anton04.jpg,web_gallery_ppiero13anton04.jpg,"The central part of the composition, the Madonna and Child with Saints Anthony, John the Baptist, Francis and Elizabeth, reveals in its unusual damask-like background the artist's acquaintance with a trend of contemporary Spanish painting, which Piero would have had the opportunity to see in Rome.",1451-1500,"Panel, 124 x 64 cm",False,False,False,False,True,False,False,False,False
46,4393.0,SASSETTA,St Jerome (detail),https://www.wga.hu/html/s/sassetta/eucharis/8jerome.html,https://www.wga.hu/detail/s/sassetta/eucharis/8jerome.jpg,web_gallery_ssassettaeucharis8jerome.jpg,"The picture shows one of the known eight panels from the external pillars of the Altar of the Eucharist by Sassetta. The panels represent the Four Doctors of the Church: S. Jerome, Gregory, Ambrose, Augustine as well as the four patron saints of Siena: S. Ansanus, Victor, Savinus and Crescentius.",1401-1450,Panel,False,False,False,True,False,False,False,False,False
41,1201.0,"CRANACH, Lucas the Elder",The Mystic Marriage of St Catherine (detail),https://www.wga.hu/html/c/cranach/lucas_e/05/43religi.html,https://www.wga.hu/detail/c/cranach/lucas_e/05/43religi.jpg,web_gallery_ccranachlucas_e0543religi.jpg,,1501-1550,Oil and tempera on limewood,False,True,False,False,False,False,False,False,False
92,,Andrew W. Mellon Collection,Saint Bernard and Saint Catherine of Alexandria with the Virgin of the Annunciation [right panel],https://www.nga.gov/collection/art-object-page.4.html,"https://media.nga.gov/iiif/e6890364-4d99-4684-a62b-5060ee3c3446/full/!588,600/0/default.jpg",nga_e6890364-4d99-4684-a62b-5060ee3c3446.jpg,"Most early paintings are also mystery stories, making the art historians who study them detectives of a sort. Signatures were not routine, and the inscriptions on this large altarpiece name the saints depicted, not the artist who painted them. In this case, however, the elegant figures, pastel colors, and decorative effects have pointed experts almost unanimously to Agnolo Gaddi (Florentine, c. 1350 - 1396), Florence’s most sought-after artist during the late 1300s. The more difficult question is who commissioned it, and for what place? Although hypothetical, one answer seems likely: that it was given by the prominent Florentine family of Benedetto di Nerozzo Alberti for the church of San Miniato, which stands atop one of the city’s highest hills.",1387.0,tempera on poplar panel,False,True,False,False,False,False,False,False,False
25,,Rosenwald Collection,Saint Catherine of Alexandria,https://www.nga.gov/collection/art-object-page.3809.html,"https://media.nga.gov/iiif/04212dd3-426d-44f0-9c0d-3ed24284ffbb/full/!588,600/0/default.jpg",nga_04212dd3-426d-44f0-9c0d-3ed24284ffbb.jpg,,1460.0,"woodcut in brown, hand-colored in rose, yellow, green, red, blue, and gold",False,True,False,False,False,False,False,False,False
15,2612.0,"LION, Angelo",St Dominic and St Francis,https://www.wga.hu/html/l/lion/saints.html,https://www.wga.hu/detail/l/lion/saints.jpg,web_gallery_llionsaints.jpg,"In the Sacristy of the Basilica, paintings are kept which honour the Dominican Order. Angelo Lion's painting is above the entrance door. Angelo Lion (Angiolo Leoni) was a minor Venetian painter.",1601-1650,Oil on canvas,False,False,False,False,True,False,False,False,False
2,5851.0,Nicolò Boldrini,Saint Francis Receiving the Stigmata,https://www.artic.edu/artworks/83893/saint-francis-receiving-the-stigmata,"https://www.artic.edu/iiif/2/ea583487-2f47-efb6-b9ba-1a352064063a/full/600,/0/default.jpg",chicago_art_gallery_ea583487-2f47-efb6-b9ba-1a352064063a.jpg,"Technical developments in printmaking techniques allowed artists to reproduce the tonal complexities of painted compositions. In this woodcut after a design by Titian, the cutter accomplished a lively sense of differentiated surfaces through the use of graphic patterns. The dynamic lines of the landscape serve to heighten Francis’s gesture of religious rapture.",Made 1535–1545,Woodcut in black on paper,False,False,False,False,True,False,False,False,False
68,4075.0,"RÉGNIER, Nicolas",St Sebastian,https://www.wga.hu/html/r/regnier/sebastia.html,https://www.wga.hu/detail/r/regnier/sebastia.jpg,web_gallery_rregniersebastia.jpg,This painting was executed in Rome where the artist was a follower of Caravaggio.,1601-1650,"Oil on canvas, 130 x 100 cm",True,False,False,False,False,False,False,False,False
132,1827.0,GIOTTO di Bondone,Description and location of the Legend of St Francis fresco cycle,https://www.wga.hu/html/g/giotto/assisi/upper/legend/legend.html,https://www.wga.hu/detail/g/giotto/assisi/upper/legend/legend.jpg,web_gallery_ggiottoassisiupperlegendlegend.jpg,The decoration of the Upper Church was planned from the very beginning to conclude with the Legend of St Francis on the lower walls.,1301-1350,-,False,False,False,False,True,False,False,False,False
85,3.0,"AGABITI, Pietro Paolo",Sts Sebastian and Roch,https://www.wga.hu/html/a/agabiti/altar32.html,https://www.wga.hu/detail/a/agabiti/altar32.jpg,web_gallery_aagabitialtar32.jpg,This is one of the four predella scenes belonging to the altarpiece with the central panel depicting the Virgin Enthroned between Sts John the Baptist and Anthony of Padua.,1501-1550,Oil on wood,True,False,False,False,False,False,False,False,False
66,64.0,Icilio Federico Ioni,Madonna and Child with Saints Mary Magdalen and Sebastian Object Page,https://www.metmuseum.org/art/collection/search/458997?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=240&amp;rpp=40&amp;pos=246,https://images.metmuseum.org/CRDImages/rl/original/DT3041.jpg,met_gallery_DT3041.jpg,,,"Tempera on wood, gold ground",True,False,False,False,False,False,False,False,False
7,4026.0,RAFFAELLO Sanzio,St Sebastian,https://www.wga.hu/html/r/raphael/1early/01sebast.html,https://www.wga.hu/detail/r/raphael/1early/01sebast.jpg,web_gallery_rraphael1early01sebast.jpg,"In this painting graceful Peruginesque poses and the hazy transparency of colour characteristic of Francesco Francia, are fused together in a way that clearly indicates Raphael's presence. His ability to compose clear and balanced forms becomes typical from this work on, as does the discreet and harmonious distillation of the formal elements of other painters in the clear, serene vision which seems characteristic of his artistic temperament.",1501-1550,"Oil on wood, 43 x 34 cm",True,False,False,False,False,False,False,False,False
16,1347.0,"DOSSI, Battista",Holy Family with the Young St John the Baptist,https://www.wga.hu/html/d/dossi/battista/holyfami.html,https://www.wga.hu/detail/d/dossi/battista/holyfami.jpg,web_gallery_ddossibattistaholyfami.jpg,"In this painting noteworthy is the careful examination of the landscape, with the lovely fronds that cover the roof of the shed, and the characteristic treatment of lighting.",1501-1550,"Panel, 50 x 56 cm",False,False,True,False,False,False,False,False,False
43,5609.0,Guy François,Saint John the Baptist or Christ the Good Shepherd,https://www.artic.edu/artworks/83725/saint-john-the-baptist-or-christ-the-good-shepherd,"https://www.artic.edu/iiif/2/78b51caf-09cc-49dc-5095-b384d481b079/full/600,/0/default.jpg",chicago_art_gallery_78b51caf-09cc-49dc-5095-b384d481b079.jpg,"Suzanne Folds McCullagh and Laura M. Giles, Italian Drawings before 1600 in The Art Institute of Chicago:  A Catalogue of the Collection (Chicago, 1997), p. 256, no. 332 (ill.).", 1598–1650,"Charcoal heightened with white gouache, on tan laid paper",False,False,True,False,False,False,False,False,False
134,2094.0,"GÓMEZ, Martin the Elder",Martyrdom of St John the Evangelist,https://www.wga.hu/html/g/gomez/martyrdo.html,https://www.wga.hu/detail/g/gomez/martyrdo.jpg,web_gallery_ggomezmartyrdo.jpg,,1551-1600,Oil on canvas,False,False,False,False,False,False,False,False,True
136,3101.0,MASTER of Female Half-lengths,St Catherine,https://www.wga.hu/html/m/master/female/catherin.html,https://www.wga.hu/detail/m/master/female/catherin.jpg,web_gallery_mmasterfemalecatherin.jpg,"The master, who ran one of the most prolific workshops of the northern Renaissance, derives his name from the series of works depicting half-length female figures behind a writing desk, reading, or playing a musical instrument, that he painted in Antwerp, but which were inspired by the art of Bruges, during the second and third decades of the 1500s.",1501-1550,"Oil on panel, 45 x 36 cm",False,True,False,False,False,False,False,False,False
50,4646.0,TANZIO DA VARALLO,St Jerome,https://www.wga.hu/html/t/tanzio/jerome.html,https://www.wga.hu/detail/t/tanzio/jerome.jpg,web_gallery_ttanziojerome.jpg,"The pendant of this painting, representing St John the Baptist, is  in a private collection in England. These paintings bear striking witness to the painter's long sojourn in central-southern Italy, and ability to assimilate what he saw there. Tanzio's Jerome seems to evoke the realism of the Neapolitan school as seen in Ribera and Battistello. The Vanitas still-life in the foreground is a masterpiece of Spanish-Neapolitan intensity: the beautifully silken light strikes golden reflections onto the book, resting wide open on the round skull in an almost caressing position, protecting it with its cast shadow. The saint's hand exhibits the bony leanness of a hermit, and the motif of the dirty fingernails evokes Caravaggio.",1601-1650,"Oil on canvas, 80 x 64 cm",False,False,False,True,False,False,False,False,False
74,1766.0,GIOTTO di Bondone,St Francis Points to Death,https://www.wga.hu/html/g/giotto/assisi/lower/ceiling/12franci.html,https://www.wga.hu/detail/g/giotto/assisi/lower/ceiling/12franci.jpg,web_gallery_ggiottoassisilowerceiling12franci.jpg,"This painting is located on the west wall in the northern transept to the right of the stairway leading to the upper story of the cloister. It depicts St Francis raising his right hand, exhorting us to pause, and pointing with his left to a decayed corpse, a crown askew on its head - a reminder of death, before which we all are equal.",1301-1350,Fresco,False,False,False,False,True,False,False,False,False
